;context_annotations;created_at;edit_history_tweet_ids;id;text
1208;;2023-02-01 22:04:02+00:00;[1620905842517381120];1620905842517381120;Alors étant extrêmement fan d'Astérix je suis quand même allé voir #AsterixEtObelixLEmpireDuMilieu et autant je savais que le film allait être mauvais, autant je ne m'attendais pas a ce que le film me mettent autant en colère !! C'EST UNE HONTE !!! https://t.co/ajM0ld0BpB
1209;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-01 21:57:54+00:00;[1620904299185475585];1620904299185475585;"@jechiesurlamodo J'ai trop aimé la réaction de @abruti03 juste après la séance, tu sens que ça viens vraiment du cœur 😂

#GuillaumeCanet
#AsterixEtObelixLEmpireDuMilieu https://t.co/8gZNV32UAH"
1210;;2023-02-01 21:54:50+00:00;[1620903528741969929];1620903528741969929;"#AsterixEtObelixLEmpireDuMilieu bon il faut redescendre… c’est pas la merde tant espéré. Bon… c’est pas une dinguerie non plus .
Quelques fulgurances… et Gilles lelouche en obelix ça va… j’y croyais vraiment pas ."
1211;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-01 21:52:21+00:00;[1620902901643374593];1620902901643374593;"""Si le film ne marche pas, il n'y aura plus de film français"", quelqu'un peut lui dégonfler le melon ? 🙄🤦#GuillaumeCanet #AsterixEtObelixLEmpireDuMilieu https://t.co/Im72fgqSmc"
1212;;2023-02-01 21:50:44+00:00;[1620902496364548098];1620902496364548098;Un nouvel opus avec astérisque pour #AsterixEtObelixLEmpireDuMilieu en version Impériale plutôt réussi, avec une mise en scène soignée, des effets visuels époustouflants, des guests a n’en plus finir, et des clins d’œil ciné très chouettes 👍🏻 https://t.co/Bh6i7lRxFd
1213;[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1604271981162950656', 'name': 'Olympique Lyon vs Stade Brest 29'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '731226235812990976', 'name': 'Olympique Lyonnais'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '731226213432221696', 'name': 'France - Soccer'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '733756534648274945', 'name': 'Ligue 1'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1604271981162950656', 'name': 'Olympique Lyon vs Stade Brest 29'}}, {'domain': {'id': '43', 'name': 'Soccer Match', 'description': 'Sports Event specific to Soccer matches'}, 'entity': {'id': '1604271981162950656', 'name': 'Olympique Lyon vs Stade Brest 29'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1286639237186502656', 'name': 'Universal Pictures'}}, {'domain': {'id': '86', 'name': 'Movie', 'description': 'A film like Rogue One: A Star Wars Story'}, 'entity': {'id': '1572221878545969152', 'name': 'Knock at the Cabin', 'description': 'It is scheduled to be released in the United States on February 3, 2023, by Universal Pictures.'}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '856976955819794432', 'name': 'Horror films', 'description': 'Horror'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '731226235812990976', 'name': 'Olympique Lyonnais'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '733756534648274945', 'name': 'Ligue 1'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '856976955819794432', 'name': 'Horror films', 'description': 'Horror'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1072936713134071808', 'name': 'Movies', 'description': 'Movies'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286636921934852097', 'name': 'Film studios'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286638986149019649', 'name': 'NBCUniversal'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286639237186502656', 'name': 'Universal Pictures'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10049661221', 'name': 'Sony Pictures', 'description': 'Sony Pictures'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10049661221', 'name': 'Sony Pictures', 'description': 'Sony Pictures'}}];2023-02-01 21:50:15+00:00;[1620902373173645312];1620902373173645312;"Cette semaine dans les #Pathé du Grand #Lyon : 

❤ #AstérixEtObélixLEmpireDuMilieu
🚪 #KnockAtTheCabin
😤 #LePireVoisinAuMonde

Réservez ! https://t.co/FZClsrXOCm
https://t.co/brI0KZi7j0 @PatheFilms @UniversalFR @SonyPicturesFr"
1214;;2023-02-01 21:48:50+00:00;[1620902015806353408];1620902015806353408;"Debrief #AsterixEtObelixLEmpireDuMilieu 
Merci Jo Co d’avoir « relevé le niveau » de ce fiasco généralisé 
Depuis quand on fait des films à 65 millions avec des acteurs qui ne savent pas jouer ?? Zlatan a un meilleur jeu que la moitié du casting… bref
Une succession de 1/…"
1215;;2023-02-01 21:48:24+00:00;[1620901909426229249];1620901909426229249;"La bo du film #AsterixEtObelixLEmpireDuMilieu
Par @M_Chedid on adore 🙃 https://t.co/UnjOG5Wpcq"
1216;;2023-02-01 21:48:21+00:00;[1620901895266082842];1620901895266082842;Nouveau Astérix et Obélix trop bien 🔥🤌 #AsterixEtObelixLEmpireDuMilieu
1217;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}];2023-02-01 21:45:23+00:00;[1620901151058300928];1620901151058300928;"L’Ado est allé au cinéma voir le dernier #AsterixEtObelixLEmpireDuMilieu 

« Le pire film de ma vie, c’était nul »

Cela fait plaisir de vérifier que, d’après ce que j’ai lu dans ma TL,
mon Ado sait séparer le bon grain de l’ivraie. https://t.co/8ip3GKWi9e"
1218;;2023-02-01 21:43:15+00:00;[1620900612392067078];1620900612392067078;Du coup #AsterixEtObelixLEmpireDuMilieu est bien résumé par cet extrait. Merci Canal ! https://t.co/OjeFCnf5AA https://t.co/B8WYKKnQxr
1219;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-01 21:42:34+00:00;[1620900438395744258];1620900438395744258;Alors ça donne quoi le nouveau Astérix et Obélix de Guillaume Canet pour ceux qui ont été le voir ???? #AsterixEtObelix #AsterixEtObelixLEmpireDuMilieu
1220;;2023-02-01 21:41:00+00:00;[1620900045456556032];1620900045456556032;Parfaitement équilibré comme chaque chose devrait être #AsterixEtObelixLEmpireDuMilieu https://t.co/h6Rh6l17nI
1221;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781972125179518977', 'name': 'Auto Manufacturer - Auto'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1275918952158261248', 'name': 'Citroen'}}];2023-02-01 21:38:15+00:00;[1620899352712716288];1620899352712716288;"Pour #asterix, @citroen a créé le premier concept-char.  Roues en boucliers recyclés, suspensions en panse de sanglier et des phares aux lucioles dopées à la potion magique 🥰
#AsterixEtObelixLEmpireDuMilieu https://t.co/vXWgbPIaY2"
1222;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}];2023-02-01 21:36:27+00:00;[1620898900986167297];1620898900986167297;#AsterixEtObelixLEmpireDuMilieu résumé en un tweet !! https://t.co/q6Sds460bg
1223;;2023-02-01 21:32:09+00:00;[1620897820449570816];1620897820449570816;"Verdict, pour ceux et celles qui ont vu le film...

Astérix et Obelix, l'empire du milieu.

#AsterixEtObelixLEmpireDuMilieu 
#AsterixEtObelix 
#asterix"
1224;;2023-02-01 21:20:33+00:00;[1620894899238494208];1620894899238494208;Va t’il battre #alad2 ???#AsterixEtObelixLEmpireDuMilieu https://t.co/KvSKEM9J2e
1225;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1534887859483619328', 'name': 'Jonathan Cohen', 'description': ' '}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1534887859483619328', 'name': 'Jonathan Cohen', 'description': ' '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1166410125994708993', 'name': 'Directors, producers & writers'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1534887859483619328', 'name': 'Jonathan Cohen', 'description': ' '}}];2023-02-01 21:19:27+00:00;[1620894622234087424];1620894622234087424;"@jocohenlebon une masterclass dans #AsterixEtObelixLEmpireDuMilieu 
Comme d'hab il nous régale, meilleur acteur français je vous jure 🤩🙌"
1226;;2023-02-01 21:15:23+00:00;[1620893601378222080];1620893601378222080;Je préfère me refaire pour la 3ème fois #Titanic25thAnniversary que d'aller voir #AsterixEtObelixLEmpireDuMilieu !
1227;;2023-02-01 21:13:17+00:00;[1620893069477572608];1620893069477572608;"je viens de passer 1h a lire a les retour presse et spectateur de #AsterixEtObelixLEmpireDuMilieu .
Comme prévu...Canet aura réussi l'exploit a lui seul de foutre 65 millions en l'air et de tuer dans l'oeuf les futurs énorme prod éventuelle ."
1228;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1422112805071724550', 'name': 'Orelsan'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1422112805071724550', 'name': 'Orelsan'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1422112805071724550', 'name': 'Orelsan'}}];2023-02-01 21:12:08+00:00;[1620892780196401153];1620892780196401153;un beau 3/10 juste pour Cohen, Zlatan et Orelsan sinon ça aurait été un 0 #AsterixEtObelixLEmpireDuMilieu #AsterixEtObelix
1229;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1181579405295931392', 'name': 'Vincent Cassel'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1181579405295931392', 'name': 'Vincent Cassel'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1572981527469707265', 'name': 'Alain Chabat'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1181579405295931392', 'name': 'Vincent Cassel'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1572981527469707265', 'name': 'Alain Chabat'}}];2023-02-01 21:10:01+00:00;[1620892248568393729];1620892248568393729;Déçue par #AsterixEtObelixLEmpireDuMilieu. Pas très drôle (à part José Garcia et Vincent Cassel), surabondance de seconds rôles, scènes de kung-fu au montage saccadé, écriture qui lorgne du côté d'Alain Chabat sans lui arriver à la cheville. Mais Gilles Lellouche est formidable. https://t.co/eQsAhBUPpg
1230;;2023-02-01 21:08:07+00:00;[1620891772095442945];1620891772095442945;"...

65 millions d'euros de budget pour ce film.
Il faudra 65 millions d'années pour l'oublier.
#AsterixEtObelixLEmpireDuMilieu 
#AsterixEtObelix 
#asterix 
#Asterix https://t.co/RlN6EJurvR"
1231;;2023-02-01 21:07:59+00:00;[1620891736376762369];1620891736376762369;"Askip il pue bien comme il faut

#AsterixEtObelixLEmpireDuMilieu"
1232;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-01 21:04:54+00:00;[1620890962300919809];1620890962300919809;J’ai pas les mots tellement #AsterixEtObelixLEmpireDuMilieu était une purge ! Désolé #GuillaumeCanet ! https://t.co/hje7h0Erof
1233;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839543456678596608', 'name': 'Digital creators'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1166410125994708993', 'name': 'Directors, producers & writers'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1293615037932646400', 'name': 'YouTubers'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1422123535263100932', 'name': 'Mcfly et Carlito'}}];2023-02-01 21:03:08+00:00;[1620890516195000320];1620890516195000320;Je n’ai pas vu le film … mais cet article est d’une lourdeur… #AsterixEtObelixLEmpireDuMilieu #AsterixEtObelix https://t.co/sVVMtcEx1H
1234;;2023-02-01 20:56:18+00:00;[1620888795133665281];1620888795133665281;#AsterixEtObelixLEmpireDuMilieu est l’illustration parfaite de ce qu’est devenu le cinéma français: un mécanisme massif de détournement de fonds publics à destination des poches d’un petit gang d’acteurs.
1235;;2023-02-01 20:55:57+00:00;[1620888710027055106];1620888710027055106;"""Humour lourd"" ou ""grave drôle"" ? On a demandé aux premiers spectateurs de #AsterixEtObelixLEmpireDuMilieu ce qu'ils ont pensé du film https://t.co/ROLEYdRz9G"
1236;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}];2023-02-01 20:54:55+00:00;[1620888447992094720];1620888447992094720;Pas impossible que #AsterixEtObelixMissionCleopatre fasse plus de spectateurs pour sa troisième rediffusion à la TV (5 millions) que #AsterixEtObelixLEmpireDuMilieu au cinéma ...
1237;;2023-02-01 20:51:53+00:00;[1620887683563388928];1620887683563388928;grosse honte ce film de merde, les asiatiques qui ont joué la dedans vous avez aucun respect pour vous même, ce gros fdp de canet fait encore des blagues du style ching chang chong en 2023 et ça choque personne allez vous faire foutre #AsterixEtObelixLEmpireDuMilieu
1238;;2023-02-01 20:51:22+00:00;[1620887556190769152];1620887556190769152;"""j'ai négocié un pouss pouss"" 😭😭😭😭😭💀💀💀💀 #AsterixEtObelixLEmpireDuMilieu"
1239;;2023-02-01 20:48:23+00:00;[1620886804835745793];1620886804835745793;C'est donc bien la fachosphere qui généré cette montée de haine contre #AsterixEtObelixLEmpireDuMilieu ... Pour évoquer le navet de la bande au Z https://t.co/g0La7j9nxl
1240;;2023-02-01 20:47:15+00:00;[1620886519853756417];1620886519853756417;"Tu regardes la bande annonce de  
#AsterixEtObelixLEmpireDuMilieu et tu te rends compte que tu préfères revoir #AsterixEtObelixMissionCleopatre ..."
1241;;2023-02-01 20:47:11+00:00;[1620886503542095878];1620886503542095878;"&lt;- a passé toute la séance de #AsterixEtObelixLEmpireDuMilieu à fangirl sur titanix bye"
1242;;2023-02-01 20:45:30+00:00;[1620886079057580032];1620886079057580032;@cineMoiJe Quelqu'un qui VU #AsterixEtObelixLEmpireDuMilieu peut-il donner un avis objectif ? Mais je crains le pire...
1243;;2023-02-01 20:43:33+00:00;[1620885589846548481];1620885589846548481;"Bonne critique sur #AsterixEtObelixLEmpireDuMilieu.

https://t.co/e4GWTr2vC1"
1244;;2023-02-01 20:42:37+00:00;[1620885352411201536];1620885352411201536;Avec nos impôts. #AsterixEtObelixLEmpireDuMilieu https://t.co/YGL5Z6w5xT
1245;;2023-02-01 20:39:59+00:00;[1620884692701708288];1620884692701708288;"titanix &gt;&gt;&gt; les autres perso #AsterixEtObelixLEmpireDuMilieu"
